Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2019,52,2019-12-28,100,89,,23,,,,,,,0,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,3,2020-01-18,98,82,,21,,,0,,,,0,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,5,2020-02-01,83,72,,15,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2020-02-15,88,73,,20,,,0,,,,0,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2020-02-29,79,71,,17,,0,,,,,0,13,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,10,2020-03-07,78,67,0,20,0,,,,,,0,15,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,2020-03-14,90,78,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,2020-03-21,66,54,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,2020-03-28,80,71,,16,,,,,,,0,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,2020-04-04,94,80,,20,,,,,,0,0,13,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,2020-04-11,76,64,,15,,,,,,,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,2020-04-18,70,62,0,16,,,,,0,,0,11,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,2020-04-25,55,51,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,2020-05-02,72,69,,17,,,0,,,0,,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,2020-05-09,56,53,,17,,,,,,0,0,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,2020-05-16,36,36,0,,,0,0,,0,,,13,0,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arizona,2019,1,2019-01-05,1351,1224,12,260,44,61,34,86,23,27,20,314,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,2019-01-12,1350,1211,10,263,49,52,28,101,25,17,22,310,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,2019-01-19,1270,1147,10,256,46,78,27,84,24,15,28,256,70,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,2019-01-26,1253,1116,,265,36,67,33,80,19,14,18,262,53,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,2019-02-02,1217,1091,,258,57,47,25,93,17,15,15,239,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,2019-02-09,1204,1091,10,244,36,68,27,87,20,13,15,243,55,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,2019-02-16,1188,1079,,234,48,62,26,81,17,14,21,246,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,2019-02-23,1313,1165,,274,52,66,33,86,17,19,23,256,60,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,2019-03-02,1250,1122,,238,54,44,25,99,19,14,16,277,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,2019-03-09,1252,1119,,254,43,50,35,75,27,24,17,274,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,2019-03-16,1279,1155,,280,39,65,30,80,22,21,15,288,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,2019-03-23,1192,1057,,229,39,63,27,81,16,15,16,233,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,2019-03-30,1240,1114,,236,46,71,37,80,16,,18,265,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,2019-04-06,1254,1117,,252,47,66,32,94,15,17,19,238,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,2019-04-13,1325,1178,,286,51,61,21,86,16,12,14,278,82,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,2019-04-20,1167,1049,,231,45,52,19,87,25,14,15,273,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,2019-04-27,1176,1054,,241,45,70,18,77,23,15,19,255,56,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,2019-05-04,1160,1027,,237,61,53,16,62,16,21,24,246,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,2019-05-11,1191,1057,12,244,57,53,17,81,17,10,26,263,42,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,2019-05-18,1139,1003,,231,39,71,,70,15,17,22,239,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,2019-05-25,1122,1006,,242,48,53,11,70,22,11,22,220,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,2019-06-01,1168,1041,,251,39,59,18,76,22,15,12,235,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,2019-06-08,1074,941,,217,37,53,16,66,13,13,12,215,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,2019-06-15,1149,1023,,254,40,58,10,53,14,17,21,239,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,2019-06-22,1060,940,,199,32,52,22,68,11,19,14,239,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,2019-06-29,1122,975,11,249,30,53,11,66,16,,30,213,54,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,2019-07-06,1120,946,,248,39,46,11,62,15,10,20,214,39,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,2019-07-13,1165,993,10,239,39,59,11,58,17,27,18,240,51,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,2019-07-20,1144,974,,223,46,49,,61,,11,17,255,52,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,2019-07-27,1068,922,,201,51,57,10,47,19,14,22,238,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,2019-08-03,1085,940,,226,36,51,14,65,18,,20,216,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,2019-08-10,1085,937,,232,34,61,,59,18,11,23,231,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,2019-08-17,1071,946,,248,34,41,13,64,17,16,24,232,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,2019-08-24,1063,934,,243,34,52,10,66,15,18,15,203,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,35,2019-08-31,1151,1019,,256,43,63,11,52,20,14,21,246,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,2019-09-07,1176,1018,,234,43,67,10,73,14,,24,258,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,2019-09-14,1038,910,,234,36,49,12,60,19,15,13,200,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,2019-09-21,1079,958,,236,39,57,11,51,17,13,18,224,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,2019-09-28,1159,1040,,236,45,54,11,67,23,16,28,246,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,2019-10-05,1102,967,,248,36,62,12,57,15,17,24,189,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,2019-10-12,1117,992,,257,46,67,13,48,13,13,15,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,2019-10-19,1139,1014,,245,35,72,20,67,21,17,18,221,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,2019-10-26,1013,906,,194,25,55,14,56,11,12,11,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,2019-11-02,1121,1005,,251,38,73,12,49,20,12,13,216,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,2019-11-09,1254,1116,10,271,36,75,15,65,14,17,26,268,58,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,2019-11-16,1197,1062,10,242,32,56,22,58,15,19,22,239,60,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,2019-11-23,1220,1076,,243,41,55,17,75,13,16,19,267,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,2019-11-30,1119,1003,12,203,44,50,15,72,19,15,20,236,57,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,2019-12-07,1222,1101,11,263,52,59,20,69,19,15,22,259,48,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,2019-12-14,1193,1071,,240,33,60,26,71,10,18,18,253,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,2019-12-21,1165,1040,,241,37,64,24,62,13,12,19,260,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,2019-12-28,1219,1113,,263,46,60,20,78,16,12,20,258,59,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,2020-01-04,1296,1179,,247,46,66,30,90,17,11,22,313,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,2020-01-11,1386,1248,,276,58,67,26,86,20,19,31,294,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,2020-01-18,1312,1176,,264,46,65,31,74,30,20,20,275,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,2020-01-25,1273,1157,10,241,54,58,36,76,24,20,31,280,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2020-02-01,1263,1133,,265,48,55,34,75,18,17,24,288,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2020-02-08,1260,1137,,239,49,66,31,78,17,12,31,277,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2020-02-15,1309,1195,,246,53,66,32,88,18,10,35,292,70,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2020-02-22,1336,1192,,262,36,59,30,81,16,17,42,282,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2020-02-29,1348,1212,,255,53,64,33,83,26,14,58,266,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,2020-03-07,1377,1259,12,255,42,67,29,78,29,16,66,304,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,2020-03-14,1345,1243,,251,46,63,32,101,26,16,97,283,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,2020-03-21,1281,1185,,259,40,63,36,79,29,13,83,244,64,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,2020-03-28,1316,1236,,263,51,66,37,78,18,19,79,258,61,29,27,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,2020-04-04,1344,1256,,258,39,66,25,76,26,15,79,242,55,56,52,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,2020-04-11,1388,1284,11,241,53,56,28,81,27,17,75,241,68,88,84,,,,,,,,,,,,,,,
Arizona,2020,16,2020-04-18,1298,1220,11,252,37,68,21,74,12,20,75,235,47,91,81,,,,,,,,,,,,,,,
Arizona,2020,17,2020-04-25,1341,1274,,260,36,74,15,63,22,13,76,267,62,100,94,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,2020-05-02,1353,1268,,236,49,55,25,67,13,16,88,293,71,95,86,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,2020-05-09,1332,1269,10,236,40,59,16,70,20,11,130,252,58,105,102,,,,,,,,,,,,,,,
Arizona,2020,20,2020-05-16,983,936,,179,28,59,13,49,19,17,98,164,43,57,55,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arkansas,2019,1,2019-01-05,692,631,14,115,24,29,18,46,13,10,,193,27,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,2,2019-01-12,602,571,,111,24,34,16,55,,11,0,171,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arkansas,2019,3,2019-01-19,662,609,,123,21,32,14,58,15,15,,157,37,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,4,2019-01-26,650,604,10,111,31,25,18,50,,12,,173,28,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,5,2019-02-02,671,624,,128,19,29,12,45,,20,,200,31,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,6,2019-02-09,665,622,13,129,21,29,17,57,,,,174,27,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,7,2019-02-16,695,661,,134,29,29,19,63,,,,194,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,8,2019-02-23,723,676,11,146,27,26,23,60,13,16,,201,21,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,9,2019-03-02,643,605,,128,26,34,20,52,,14,,158,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,10,2019-03-09,686,633,,128,31,31,22,50,,12,,191,26,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,11,2019-03-16,703,657,10,132,27,38,29,64,12,15,,179,30,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,12,2019-03-23,671,619,,132,28,31,24,48,,15,,179,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,13,2019-03-30,660,620,10,111,24,29,,55,16,13,,181,32,0,0,,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,14,2019-04-06,645,597,,116,24,34,,44,,13,0,185,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arkansas,2019,15,2019-04-13,645,608,10,115,26,32,,48,12,,,192,19,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,16,2019-04-20,616,563,10,113,26,27,12,39,10,12,,164,23,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,17,2019-04-27,586,548,,115,19,27,17,34,10,,,177,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,18,2019-05-04,588,546,10,135,27,14,11,46,,13,,161,21,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,19,2019-05-11,567,522,,124,16,20,,39,,11,,161,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,20,2019-05-18,607,564,,123,18,31,,39,13,12,,158,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,21,2019-05-25,630,594,,130,19,25,12,42,,,,174,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,22,2019-06-01,565,514,,105,23,23,,43,10,12,,156,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,23,2019-06-08,573,522,,111,22,24,,40,13,13,,150,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,24,2019-06-15,635,587,10,136,25,40,,42,15,,,158,24,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,25,2019-06-22,554,505,,105,26,22,,36,,10,,156,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,26,2019-06-29,564,524,,117,21,27,,37,10,11,,152,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
Arkansas,2019,27,2019-07-06,582,529,11,131,15,24,,39,,11,,159,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,28,2019-07-13,580,534,,108,22,26,,53,,16,,151,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,29,2019-07-20,580,528,13,117,26,26,10,41,,14,,145,26,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,30,2019-07-27,539,494,11,95,20,24,12,51,,,,138,21,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,31,2019-08-03,557,524,13,116,17,31,10,35,,,,158,26,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,32,2019-08-10,592,551,10,111,17,22,,44,10,,,160,25,0,0,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,33,2019-08-17,574,525,,126,22,26,,38,,10,,145,27,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,34,2019-08-24,587,545,,136,22,15,,58,,11,,141,32,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,35,2019-08-31,557,507,10,131,13,27,,30,,,,143,23,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,36,2019-09-07,528,477,,94,19,21,,31,,,,152,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2019,37,2019-09-14,638,590,11,151,12,32,10,39,,10,,171,30,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,38,2019-09-21,601,554,11,117,23,36,10,38,,17,,137,29,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,39,2019-09-28,598,539,,119,24,24,,45,,12,,138,31,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,40,2019-10-05,564,516,11,116,19,25,,24,,19,,159,28,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,41,2019-10-12,589,554,10,130,20,32,,44,,11,,152,37,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,42,2019-10-19,610,567,,132,27,26,,45,,10,,157,26,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,43,2019-10-26,618,574,11,130,20,37,15,38,12,15,,142,33,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,44,2019-11-02,595,560,,126,21,23,11,47,,14,,165,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,45,2019-11-09,632,590,12,120,21,37,10,34,,18,,166,25,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,46,2019-11-16,670,622,17,148,21,38,14,37,11,23,,167,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,47,2019-11-23,643,588,,119,19,37,14,39,,14,,158,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,48,2019-11-30,663,616,,132,36,33,13,43,,13,,148,41,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,49,2019-12-07,616,569,,100,21,32,13,47,12,12,,156,33,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
Arkansas,2019,50,2019-12-14,659,609,11,129,24,37,,48,,12,,182,33,0,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,51,2019-12-21,612,565,,116,15,22,10,56,,10,,151,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2019,52,2019-12-28,706,653,11,118,24,36,11,60,12,,,191,28,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,1,2020-01-04,673,631,17,114,25,38,18,62,,,,174,34,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Arkansas,2020,2,2020-01-11,685,630,10,143,26,37,21,63,,13,,167,33,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Arkansas,2020,3,2020-01-18,656,609,11,123,24,33,20,44,10,15,,166,23,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
